rendapc,anosestudo,idade,mfa,lnrendapc,urbana,homem,perpob
251668,2,79,0,12.43586636,1,1,0
453001,11,46,0,13.02364922,1,1,1
125001,6,57,0,11.73607731,1,1,0
1045834,11,42,0,13.86032486,1,1,1
166234,12,32,1,12.02115154,0,0,0
453251,5,37,1,13.02420139,0,1,0
383334,4,52,0,12.8566618,0,1,0
463751,2,60,0,13.04710293,0,1,0
63112,12,20,0,11.05266666,0,1,1
162501,1,50,0,11.99843979,0,1,0
712501,2,87,0,13.47653675,0,0,1
593934,0,56,1,13.29452324,0,0,0
89001,11,38,1,11.39640331,0,0,0
220501,1,67,0,12.30365753,0,1,0
70001,0,68,0,11.15626526,0,1,1
177501,5,30,0,12.08673191,0,1,1
165001,1,33,1,12.01370716,0,1,1
270834,1,71,0,12.50926113,0,0,1
110251,0,56,0,11.61051464,0,1,1
470668,6,36,1,13.06190777,0,1,0
475001,0,75,0,13.07107258,0,1,1
99876,11,46,1,11.51168442,0,1,1
161668,3,43,1,11.99330044,0,0,1
366668,2,63,0,12.81221199,0,1,1
350901,9,33,1,12.76825905,0,1,1
242307,11,37,1,12.39796066,0,1,1
131418,0,38,1,11.78613853,0,1,0
128001,5,43,0,11.75979328,0,1,0
175001,6,26,0,12.07254696,0,0,1
891668,0,58,0,13.70084953,0,1,1
600001,3,50,0,13.30468655,0,1,0
442279,11,44,1,12.99969578,0,1,0
275001,5,35,0,12.52453041,0,0,0
236751,5,35,1,12.37476444,1,0,0
186001,11,29,1,12.13350773,1,1,1
130834,9,44,1,11.78168488,0,1,1
135001,5,43,0,11.81303787,0,0,0
805001,4,67,0,13.59859848,0,1,0
266668,11,69,0,12.49376011,0,1,1
358334,2,83,0,12.78922081,1,0,0
350001,5,47,0,12.76569176,0,1,0
583334,0,50,0,13.27651501,0,1,1
333201,14,38,0,12.71650124,1,1,0
196001,3,71,0,12.18587494,1,1,0
240001,5,39,0,12.38839817,0,1,0
10001,9,26,0,9.210440636,0,1,0
469793,5,52,0,13.06004715,1,0,0
548334,11,47,0,13.21463966,1,0,1
375001,11,48,0,12.83468437,1,0,1
237501,11,23,0,12.37792683,1,1,1
207209,9,51,1,12.24148369,1,1,1
560001,11,50,0,13.23569393,1,0,0
350001,3,58,0,12.76569176,1,1,1
455001,3,71,0,13.02805519,0,0,1
275406,3,73,1,12.52600193,1,0,0
63751,5,42,1,11.06274033,0,0,0
193334,5,66,0,12.17217445,0,1,1
29168,11,20,0,10.28082752,1,0,1
537501,1,42,1,13.19468594,1,1,0
330834,9,16,0,12.70937157,0,0,1
504001,3,21,0,13.1303339,1,1,1
490584,14,40,0,13.10335159,0,0,0
97001,3,63,0,11.48247623,0,0,1
12501,5,37,0,9.433564186,1,1,1
380001,5,51,0,12.847929,0,1,0
460001,0,84,0,13.0389843,0,1,1
103334,3,42,0,11.54572201,0,0,1
450001,13,40,0,13.01700497,1,1,1
293626,11,30,1,12.59006214,1,1,1
990001,10,23,0,13.80546093,1,0,1
300001,0,42,0,12.61154079,1,0,0
247501,0,64,0,12.41916943,1,1,1
243001,0,40,1,12.40082073,1,0,1
80501,6,24,0,11.29602528,1,0,1
410001,1,61,0,12.92391491,1,1,1
286945,0,52,1,12.56704617,1,1,0
316668,0,81,0,12.66560936,1,1,1
544668,6,44,0,13.20793152,1,1,1
1,4,28,0,0,1,0,1
324584,10,56,0,12.69029999,1,0,1
600001,11,56,0,13.30468655,1,0,0
1,6,40,0,0,1,1,1
371430,0,61,0,12.82511616,1,1,0
500001,4,57,0,13.122365,1,0,0
896668,16,33,0,13.70644093,1,1,0
188751,0,59,1,12.14818382,1,0,1
401701,8,76,0,12.90346336,1,0,1
80168,3,37,1,11.29187965,0,0,1
143572,0,68,0,11.87459183,0,0,1
217634,5,41,1,12.29057026,0,0,0
425001,6,57,0,12.9598465,0,1,1
215001,11,39,0,12.27839756,0,1,0
250001,8,21,0,12.4292202,0,0,0
45834,0,59,0,10.73278141,0,0,0
216062,5,62,0,12.28332043,0,0,1
402009,16,31,1,12.90423012,0,0,1
138334,11,33,1,11.83742619,0,0,0
289501,2,69,1,12.57591438,0,0,1
175001,2,76,0,12.07254696,0,0,0
195882,5,43,1,12.18526745,0,1,1
240557,6,38,0,12.39071274,0,0,1
120668,5,48,1,11.70079803,0,1,1
142918,0,38,1,11.87002659,0,0,0
42668,0,85,0,10.66120434,0,0,1
50001,3,49,1,10.81979847,0,0,1
125001,12,29,0,11.73607731,1,1,1
12501,5,42,0,9.433564186,1,1,0
115001,7,50,1,11.65269566,1,1,1
161251,12,46,0,11.99071789,1,0,0
88751,0,60,0,11.39358997,0,1,0
89001,3,61,1,11.39640331,0,1,0
252084,0,75,0,12.43751812,0,0,1
163334,5,56,0,12.00355244,0,0,1
158626,3,57,1,11.9743042,0,1,0
160001,5,55,0,11.98293495,0,1,0
197501,3,77,0,12.19349861,0,0,0
231134,5,50,1,12.35075283,0,1,0
525557,9,76,0,13.17221355,0,1,1
93334,3,47,0,11.44394016,0,0,1
600001,9,38,0,13.30468655,0,1,0
162501,5,38,1,11.99843979,0,1,1
251668,4,49,1,12.43586636,0,1,0
100001,4,56,0,11.51293564,1,1,1
618890,8,49,0,13.33568287,1,1,0
394126,5,69,0,12.88442612,1,0,0
180001,11,61,0,12.10071754,1,0,1
284501,5,45,1,12.55849171,1,1,0
395001,14,58,0,12.88664341,1,1,1
491668,0,65,0,13.10555935,1,1,1
275001,11,23,0,12.52453041,1,1,1
150001,16,52,0,11.91839695,1,0,1
1500001,7,45,0,14.22097588,1,0,0
716668,11,32,0,13.48236752,1,0,1
661112,11,38,0,13.40167809,1,0,0
670834,9,65,0,13.41627693,1,1,1
450001,14,57,0,13.01700497,1,1,1
295834,0,58,0,12.59755421,1,0,0
1375001,11,71,0,14.13396549,1,1,1
1300001,16,50,0,14.07787514,1,0,0
100001,11,87,0,11.51293564,1,1,1
444501,16,54,0,13.00470734,1,0,0
181251,16,65,0,12.10763836,1,1,0
605168,16,40,0,13.31326103,1,0,0
980001,8,30,0,13.79530907,1,1,0
975001,13,60,0,13.79019356,1,1,0
142001,14,37,0,11.86358929,1,1,0
305918,13,34,0,12.63107204,1,0,0
500001,11,37,0,13.122365,1,1,1
453152,5,61,0,13.023983,1,1,1
193289,11,54,1,12.17194176,1,1,0
611139,5,74,1,13.32308006,0,1,1
263334,0,61,0,12.48117828,0,1,1
473455,0,59,0,13.06781197,1,0,0
228584,11,25,1,12.33965874,0,1,1
262501,11,29,0,12.47801018,1,1,1
152001,11,56,1,11.93164253,1,1,1
298001,4,62,1,12.60485172,1,1,1
92307,0,68,1,11.43287563,1,0,1
233544,3,73,1,12.36112595,0,1,1
264118,0,57,0,12.48415089,0,0,0
342459,16,48,1,12.74390697,1,1,1
893057,11,42,0,13.70240593,1,1,0
142501,7,49,0,11.86710453,1,1,1
23334,5,38,0,10.05766678,0,1,1
909092,11,31,0,13.72020149,0,1,1
552858,11,24,1,13.22285652,1,1,0
756945,11,56,0,13.53704548,1,1,0
293473,5,66,0,12.58954048,1,1,1
1573168,11,43,0,14.26860237,1,1,1
377862,5,63,0,12.8422842,1,1,1
747607,14,43,0,13.52463245,1,1,1
2249268,13,47,1,14.6261158,1,1,0
266668,14,29,0,12.49376011,1,1,0
1594584,13,54,0,14.28212357,1,1,0
1170834,5,59,0,13.97322655,1,1,0
482001,7,47,0,13.08570194,1,1,1
300001,11,40,0,12.61154079,1,1,0
304376,9,37,1,12.62601948,1,1,1
291093,11,32,0,12.58139801,1,1,0
446668,5,56,0,13.00957108,1,1,1
438851,13,45,0,12.9919157,1,1,1
691668,16,40,0,13.44686127,1,1,0
300793,6,70,1,12.6141777,1,1,0
187501,1,48,0,12.14153957,0,1,1
620001,11,56,0,13.33747673,1,1,0
159501,5,32,1,11.97980595,0,1,0
483334,7,65,0,13.08846283,0,1,0
226001,14,33,0,12.32829475,1,1,0
375901,9,65,0,12.83708096,1,0,0
631557,11,35,0,13.35594368,1,1,0
433334,16,53,0,12.97926426,1,1,0
335715,4,53,1,12.7240181,0,0,0
411815,5,54,0,12.92832947,0,1,0
291708,2,62,0,12.58350849,0,0,0
225001,5,40,0,12.32386017,0,1,0
525901,5,42,0,13.17286873,0,1,0
238751,5,46,1,12.3831768,0,1,0
600001,5,40,0,13.30468655,0,1,0
683643,11,60,0,13.43519115,1,1,0
387501,11,74,0,12.8674736,1,1,0
364426,13,43,0,12.80607891,1,1,0
383334,4,73,0,12.8566618,1,1,0
221284,11,51,0,12.30720234,1,1,0
375901,16,45,0,12.83708096,1,0,0
190418,8,66,0,12.1569767,1,1,1
40279,11,55,0,10.60358524,1,1,1
440001,5,62,0,12.99453259,1,0,0
300001,4,74,0,12.61154079,1,0,0
250001,3,62,0,12.4292202,1,0,0
669101,17,43,0,13.41369057,1,0,0
340351,11,65,0,12.73773289,1,0,0
810668,16,38,0,13.60561371,1,1,0
119001,11,52,0,11.68688679,1,0,1
190001,11,28,0,12.1547842,1,1,1
1616668,19,46,0,14.29587746,1,1,0
81876,0,61,1,11.31296158,1,1,1
190834,3,83,0,12.15915966,1,1,1
293668,2,58,0,12.59020519,0,1,0
74287,0,73,0,11.21569157,0,1,1
247334,0,56,0,12.41849518,0,0,0
248001,8,54,1,12.42118835,0,1,1
96876,4,35,1,11.48118687,0,1,1
350001,1,67,0,12.76569176,0,1,0
117501,11,26,0,11.67420197,0,1,0
329668,0,78,0,12.70584106,0,0,1
2250001,7,56,0,14.626441,1,0,0
311945,11,49,0,12.65058231,1,1,1
1187501,17,54,0,13.98736191,1,1,0
151668,0,67,0,11.92944908,1,0,0
176251,11,46,0,12.07966423,1,1,1
95001,5,55,1,11.46164227,1,0,1
110314,0,63,1,11.61108589,1,1,1
266668,5,85,0,12.49376011,1,0,1
137501,3,44,0,11.83138657,1,1,1
225001,13,56,0,12.32386017,1,1,1
283334,7,56,0,12.55438137,1,0,1
566668,11,44,0,13.24752903,1,1,0
298334,5,53,1,12.60596848,1,1,1
218959,2,48,1,12.29663944,0,0,1
241668,13,23,0,12.39531994,1,0,0
6001,11,39,0,8.699681282,1,1,1
217858,3,69,0,12.29159832,1,1,1
58334,0,78,0,10.97394085,0,1,1
413890,4,72,0,12.93335533,0,1,1
531906,2,58,0,13.18422222,0,1,1
446763,0,61,1,13.00978374,1,1,1
266668,7,53,0,12.49376011,0,1,1
215418,13,58,0,12.28033543,1,1,0
500001,13,58,0,13.122365,1,1,0
392365,11,38,0,12.87994766,1,1,0
164268,5,44,1,12.00925446,1,1,1
150001,0,56,0,11.91839695,1,1,1
250001,8,44,0,12.4292202,1,1,0
520072,9,76,0,13.16172218,1,1,1
72501,1,40,1,11.19135571,1,1,1
225001,0,84,0,12.32386017,1,1,1
366668,14,26,0,12.81221199,1,1,1
270001,8,52,0,12.50618076,1,1,0
229401,2,61,0,12.34322643,1,1,1
502668,16,32,0,13.12768555,1,1,0
2208334,16,48,0,14.60774899,1,1,0
356251,4,64,0,12.783391,1,0,0
121787,2,49,1,11.71002865,1,1,1
450001,4,83,0,13.01700497,1,1,1
151876,0,49,0,11.93081951,1,1,1
600001,4,65,0,13.30468655,1,0,0
376564,7,34,0,12.83884335,1,0,0
1080279,2,75,0,13.89272976,1,0,0
283334,11,51,0,12.55438137,1,0,1
66668,11,42,0,11.10748005,1,0,1
55001,0,43,0,10.91510677,0,1,0
102501,5,41,0,11.53762817,0,1,1
51251,5,63,0,10.84449005,0,1,1
112501,4,63,0,11.63071728,0,1,1
266668,13,44,0,12.49376011,0,1,0
259445,7,52,0,12.46630001,0,1,1
135001,13,34,0,11.81303787,0,1,1
62501,9,35,0,11.04293823,0,1,1
1056834,5,76,0,13.87078857,0,0,1
108834,9,62,0,11.597579,0,0,1
137501,0,42,0,11.83138657,0,1,0
66001,6,44,0,11.09742546,0,1,0
50701,9,34,1,10.83370113,0,1,0
324168,5,67,0,12.6890173,0,0,1
223001,0,48,1,12.31493187,0,1,1
194043,0,78,1,12.17583466,0,1,1
104168,3,51,0,11.55376053,0,0,1
325001,1,79,0,12.69158363,0,0,1
84001,0,84,0,11.33858395,0,1,0
700001,11,37,0,13.45883751,0,1,0
673018,11,51,1,13.41952705,0,1,0
101401,3,40,1,11.5268383,0,1,1
53334,5,43,0,10.88432884,0,0,1
436001,5,52,0,12.9854002,0,1,0
10001,4,32,0,9.210440636,0,0,1
499584,11,33,1,13.12153149,0,1,1
156668,11,28,0,11.9618845,0,1,1
38126,3,48,1,10.5486517,0,1,0
122779,2,63,1,11.71814156,0,1,1
260001,0,83,0,12.46844101,0,1,1
163890,1,54,1,12.00695038,0,1,1
43334,0,32,1,10.67669296,0,1,1
111334,0,37,1,11.6202898,0,1,1
98334,2,50,1,11.49612522,0,1,1
158890,11,31,1,11.97596741,0,0,0
162001,0,40,1,11.99535751,0,1,1
487728,5,45,1,13.0975132,0,1,0
185834,11,53,0,12.13260937,1,0,0
90834,11,39,1,11.41678905,1,1,1
358126,8,61,1,12.78864002,0,1,1
153334,5,47,0,11.94037342,1,0,0
275001,11,26,0,12.52453041,1,0,0
370001,5,58,0,12.82126141,1,0,1
215001,5,30,0,12.27839756,1,1,1
280334,5,43,1,12.54373741,1,1,1
195001,9,40,0,12.18076038,1,0,1
265637,11,54,1,12.48988628,1,0,0
104001,9,63,0,11.55215549,1,1,1
153001,11,32,1,11.9382,1,0,1
158334,5,60,1,11.9724617,0,0,0
66668,0,56,0,11.10748005,0,1,1
177572,2,44,0,12.0871315,0,1,0
162501,4,47,0,11.99843979,0,1,1
76168,5,29,1,11.24069691,0,0,1
115001,10,22,0,11.65269566,0,1,1
120001,0,67,0,11.69525528,0,1,1
86668,11,35,0,11.36983967,0,1,0
1417501,11,24,0,14.16440582,0,1,0
112501,11,54,0,11.63071728,0,1,1
432501,9,27,0,12.97733974,0,1,1
78334,11,39,1,11.26873684,0,1,0
417668,3,69,0,12.94244194,1,1,1
800022,8,64,0,13.59239483,1,1,0
266668,12,29,0,12.49376011,1,1,0
533612,4,35,0,13.18742466,1,1,0
121668,6,31,0,11.70905113,1,1,1
243501,3,36,0,12.4028759,1,1,1
120001,2,29,1,11.69525528,1,0,1
116501,5,52,1,11.66565514,0,1,1
370001,3,78,0,12.82126141,0,0,1
64584,5,55,0,11.07572174,0,1,1
92215,4,40,1,11.43187809,0,1,0
441112,14,45,0,12.9970541,0,1,0
700001,6,46,0,13.45883751,0,0,0
193334,0,66,0,12.17217445,0,0,1
456668,4,73,0,13.03171158,0,0,0
265001,11,26,0,12.48748875,0,1,1
120001,3,66,0,11.69525528,0,0,1
370834,4,53,0,12.82351017,0,0,0
435001,5,93,0,12.98310375,0,1,0
357223,8,39,1,12.78611565,0,1,1
468751,11,51,1,13.057827,0,1,0
91534,11,34,1,11.42446613,0,0,0
337501,4,42,1,12.72932339,0,0,0
700001,11,21,0,13.45883751,1,1,1
294376,4,38,1,12.59261322,1,1,0
1515001,11,58,0,14.23092651,1,1,0
91484,0,64,1,11.42391968,1,1,0
149168,1,37,1,11.91282845,1,1,0
301112,0,54,0,12.61523724,1,0,1
411926,14,30,1,12.92859936,1,1,0
233334,8,55,0,12.36022663,1,0,0
423334,0,75,0,12.9559164,1,0,0
497191,12,52,0,13.11672974,1,0,0
233334,7,64,0,12.36022663,1,1,0
1483334,9,71,0,14.20980263,1,0,0
404001,11,48,0,12.90917301,1,1,0
167501,0,60,0,12.0287447,0,0,1
224001,0,84,0,12.31940556,0,1,1
1200001,4,47,0,13.99783325,0,1,0
650001,4,59,0,13.38472939,0,1,1
718612,2,44,1,13.4850769,0,1,0
195834,5,40,1,12.18502235,0,1,1
275715,3,47,1,12.52712345,1,0,0
21251,0,46,0,9.964159012,1,0,1
1450001,3,76,0,14.18707466,1,1,0
623501,5,51,0,13.34310532,1,1,0
131251,0,68,0,11.78486633,1,1,1
350001,11,40,0,12.76569176,1,0,0
66001,10,32,0,11.09742546,1,0,0
276668,0,57,1,12.53057384,1,1,0
483376,5,27,1,13.08855057,1,1,0
383334,11,26,0,12.8566618,1,1,0
12501,8,20,0,9.433564186,1,0,1
356668,2,32,0,12.7845602,1,0,1
565001,11,29,1,13.24458313,1,0,0
4158334,5,43,0,15.24062538,1,1,0
20000000,5,56,0,16.81124306,0,0,1
272501,6,39,0,12.51539803,0,1,0
181251,0,57,0,12.10763836,0,0,1
400001,2,50,0,12.89922237,0,1,1
130001,2,60,0,11.77529716,0,1,1
564168,5,66,0,13.2431078,0,1,0
857001,0,44,0,13.6611948,0,1,0
438334,5,43,1,12.99073601,0,0,1
719334,8,49,1,13.48608112,0,0,0
305468,0,51,1,12.62960052,0,1,0
121251,0,39,0,11.7056179,0,1,1
1401112,17,62,0,14.15277672,1,0,0
66001,8,38,0,11.09742546,0,1,1
214001,6,34,1,12.273736,0,1,1
323834,7,32,1,12.68798637,0,1,1
75001,0,58,0,11.22525692,0,0,0
650001,0,51,0,13.38472939,0,1,1
241557,7,24,0,12.39486122,0,1,1
183334,0,57,0,12.11906528,0,1,1
352501,5,29,1,12.77280903,1,0,1
299168,5,26,0,12.60876083,1,1,1
246668,5,41,1,12.41579819,0,1,1
630557,9,67,0,13.35435867,1,0,0
868334,11,31,1,13.67433167,1,1,1
2000001,13,53,0,14.50865841,1,0,0
144287,5,45,0,11.87955952,0,1,0
170001,11,24,0,12.04356003,1,1,0
2495001,14,46,0,14.72979927,1,1,0
1170001,14,47,0,13.97251511,1,1,0
275001,13,43,0,12.52453041,1,0,1
1400001,6,44,0,14.15198326,1,1,1
300001,11,38,0,12.61154079,1,1,0
108334,0,69,0,11.59297466,1,0,1
511501,11,26,1,13.14510441,1,1,1
200001,9,31,0,12.20607758,1,1,1
183751,5,27,1,12.12133694,1,1,1
575001,14,53,0,13.26212692,1,0,1
290001,5,28,0,12.57763958,1,1,1
192501,7,36,1,12.16785622,1,1,0
100001,0,51,0,11.51293564,1,1,1
500001,7,51,0,13.122365,1,1,0
241251,6,44,0,12.39359283,1,0,1
270314,9,37,0,12.50733948,1,1,0
308543,4,51,0,12.63961697,0,1,1
764504,10,46,0,13.54698277,1,0,1
609723,11,29,0,13.32075977,1,1,0
2353668,0,50,0,14.6714859,1,0,1
241668,4,60,0,12.39531994,1,0,1
200239,13,51,0,12.20726681,1,0,0
173334,11,41,1,12.06297588,1,0,1
232144,4,59,1,12.35511303,1,1,1
1515418,13,31,1,14.23120213,1,1,1
118334,0,81,0,11.68126678,1,1,1
468701,16,36,1,13.05772018,1,0,0
305001,8,58,0,12.62806988,1,0,1
377284,13,37,1,12.84075356,1,1,1
345001,9,49,0,12.75130272,1,1,1
260418,2,76,0,12.47004318,0,0,1
613334,0,43,0,13.32666492,0,1,1
333334,3,65,0,12.71689987,0,1,1
199168,3,70,0,12.2019043,0,1,1
550001,5,32,0,13.21767521,0,1,1
105418,9,32,0,11.56568909,1,0,1
1315001,16,27,1,14.08934784,1,0,1
250001,8,16,0,12.4292202,1,0,1
600001,2,36,0,13.30468655,0,1,1
112293,8,43,1,11.62886715,0,1,1
126668,0,80,0,11.7493248,0,0,1
127501,5,28,1,11.7558794,0,1,1
180607,5,43,1,12.10407829,0,1,1
260591,11,39,1,12.47070694,0,1,1
1454668,4,44,1,14.19028854,0,1,1
307501,11,35,1,12.63623333,0,1,1
143751,10,28,0,11.87583828,1,1,0
250001,11,19,0,12.4292202,1,0,0
518034,3,50,0,13.15779591,1,1,0
477584,5,64,0,13.07649517,1,1,0
816126,16,36,0,13.61232376,1,1,0
37501,16,25,0,10.53212261,1,0,0
861779,18,61,0,13.66675377,1,0,0
3450001,16,62,0,15.05388546,1,1,0
78126,5,46,1,11.266078,0,1,0
597918,11,48,0,13.3012085,1,1,0
962501,11,61,0,13.77729034,1,1,0
391668,16,70,0,12.87817001,1,1,0
600001,9,51,0,13.30468655,1,1,0
677890,15,22,0,13.42674065,1,0,0
234168,16,38,0,12.36379433,1,1,0
266668,16,39,0,12.49376011,1,1,0
412501,5,54,0,12.92999363,1,0,0
1441668,13,75,0,14.18131161,1,0,0
567501,16,48,0,13.24899769,1,1,0
1058334,1,67,0,13.87220669,1,0,0
200001,11,41,0,12.20607758,1,0,1
1275001,14,76,0,14.05845737,1,0,1
80001,0,87,0,11.28979397,0,0,1
191668,0,94,1,12.16351986,0,1,0
125001,3,66,0,11.73607731,0,1,1
178751,0,76,0,12.09374905,0,0,1
106251,4,51,1,11.57355976,0,1,1
180001,5,41,1,12.10071754,0,1,0
230834,4,55,1,12.34945393,0,1,0
116668,0,58,0,11.66708755,0,1,1
200001,8,32,0,12.20607758,0,1,1
208751,11,37,1,12.24889755,0,1,0
90001,5,67,0,11.40757561,0,1,1
44445,5,49,1,10.70200729,0,0,1
109584,0,69,0,11.60444641,0,0,1
450001,0,41,0,13.01700497,0,1,1
46668,0,78,0,10.75081444,0,1,1
111668,0,76,0,11.62328529,0,1,1
100001,8,24,0,11.51293564,0,0,1
115626,5,36,1,11.65811634,0,1,1
336668,11,78,0,12.72685242,0,1,1
11251,6,25,0,9.328212738,0,1,1
193334,0,94,0,12.17217445,0,0,1
150001,5,58,0,11.91839695,0,1,1
86334,0,33,1,11.36597919,0,0,1
400001,11,33,0,12.89922237,0,1,1
285834,5,55,0,12.56316662,0,1,0
164293,9,32,1,12.00940704,0,1,1
297501,0,45,0,12.60317326,0,1,1
117501,5,61,0,11.67420197,0,1,1
132001,0,76,0,11.79056454,0,1,1
133584,6,45,1,11.80248547,0,1,1
130834,0,59,1,11.78168488,0,1,1
194168,5,39,1,12.17647934,0,1,1
200001,6,46,0,12.20607758,0,1,1
73334,4,67,0,11.20277977,0,1,1
180001,0,66,1,12.10071754,0,0,1
144376,0,88,1,11.88017654,0,1,1
155001,9,37,1,11.95118713,0,1,1
285001,5,68,0,12.56024837,0,1,1
97918,0,79,0,11.49188614,0,1,1
96401,0,75,1,11.47627163,0,1,1
1838445,18,55,0,14.42443085,0,1,1
926668,3,62,0,13.73935032,0,0,0
142001,7,28,1,11.86358929,0,1,1
402501,0,74,0,12.90545273,0,1,1
183334,9,28,0,12.11906528,0,1,1
105001,1,38,1,11.56172562,0,1,1
21668,5,73,0,9.983592033,0,0,1
1206445,16,46,0,14.00318813,0,1,1
120456,0,48,1,11.69903946,0,0,0
112501,4,34,0,11.63071728,0,1,1
296001,9,49,0,12.59811783,1,1,0
400001,11,23,0,12.89922237,1,1,0
450001,11,45,0,13.01700497,1,0,0
506173,5,36,0,13.13463402,1,1,0
896834,11,41,0,13.70662594,1,1,1
150001,11,39,0,11.91839695,1,0,1
584445,0,89,0,13.27841759,1,1,0
916668,16,50,0,13.72850037,1,1,0
250001,3,45,0,12.4292202,1,1,0
421834,9,43,0,12.95236683,1,1,1
220001,11,51,0,12.30138779,0,0,0
1127168,13,39,0,13.93521881,0,1,1
266668,5,55,0,12.49376011,1,1,0
400001,0,51,0,12.89922237,1,1,1
543355,11,51,0,13.20551777,1,1,0
1223268,13,46,0,14.01703644,1,1,0
257501,3,81,1,12.45877934,1,0,1
359568,11,25,0,12.79265881,1,1,0
180430,11,40,1,12.10309792,0,1,1
482918,5,73,0,13.08760262,1,0,1
849368,5,46,0,13.65224743,1,1,1
526668,4,74,0,13.17432594,1,1,1
425001,11,25,0,12.9598465,0,1,0
206668,11,36,1,12.23886871,0,1,0
154319,3,60,1,11.94677734,0,0,1
203520,2,66,1,12.22351933,0,1,1
74168,5,42,0,11.21408844,1,0,1
100001,11,22,0,11.51293564,1,1,0
2200001,18,62,0,14.60396862,1,1,0
471351,16,47,0,13.06335831,1,1,0
140668,2,83,1,11.85415745,1,0,1
426876,7,59,1,12.96424866,1,1,1
259618,11,28,0,12.46696663,1,1,0
32501,5,30,1,10.38902569,1,0,0
105001,3,36,1,11.56172562,0,1,1
350001,5,22,0,12.76569176,0,1,0
100001,0,62,0,11.51293564,0,1,1
500001,5,44,0,13.122365,0,1,0
407501,0,76,0,12.917799,0,1,1
750001,5,48,0,13.52783012,0,1,0
186668,8,30,0,12.13708687,0,1,1
1127701,16,35,0,13.93569183,0,1,0
180001,7,53,0,12.10071754,1,0,1
860001,15,30,0,13.66468906,1,1,0
43612,0,47,1,10.68308735,0,1,1
297239,0,45,0,12.60229206,0,0,0
89445,8,42,0,11.40137959,0,1,1
195834,0,49,0,12.18502235,0,0,1
455001,0,86,0,13.02805519,0,1,1
75001,5,25,0,11.22525692,0,1,1
84001,7,24,0,11.33858395,0,1,1
866668,6,65,0,13.67241096,1,0,0
560001,11,57,0,13.23569393,1,1,1
69989,3,57,0,11.1560936,1,0,1
317801,11,40,0,12.66918087,1,1,1
750001,16,66,0,13.52783012,1,0,0
178572,5,94,0,12.09274673,1,1,0
117001,4,77,0,11.66993809,1,0,1
208334,4,96,0,12.2468977,1,0,1
447434,12,36,0,13.01128387,1,1,1
102715,0,66,0,11.53971386,1,1,1
300001,16,51,0,12.61154079,1,1,0
129168,12,36,0,11.7688694,1,0,1
103334,5,65,1,11.54572201,0,1,1
257501,11,28,0,12.45877934,0,1,1
135001,3,53,0,11.81303787,0,1,1
99287,0,66,0,11.50576973,0,0,1
116001,5,35,0,11.66135406,0,0,1
950001,11,46,0,13.76421833,1,0,1
132858,8,50,0,11.79703617,0,1,0
435557,5,66,0,12.98438072,1,0,1
53239,5,54,1,10.88254642,0,0,0
84168,11,30,1,11.34057045,0,1,1
130001,7,35,0,11.77529716,0,1,1
196001,11,46,1,12.18587494,0,1,0
224001,0,57,0,12.31940556,0,0,0
289801,1,61,1,12.57695007,0,0,1
275239,1,50,1,12.52539539,0,1,1
236668,0,72,1,12.37441349,0,1,1
521501,11,55,0,13.16446686,1,0,0
655890,6,48,0,13.39374828,1,1,1
113001,0,66,1,11.63515186,0,0,0
185314,3,46,1,12.12980652,0,0,1
212501,3,63,0,12.2667017,0,1,1
229668,11,23,0,12.34438992,1,1,1
108334,11,32,0,11.59297466,0,1,1
433772,6,41,0,12.9802742,1,1,0
248557,9,58,0,12.42342758,1,1,1
494751,11,45,0,13.11180973,1,1,0
297397,14,34,0,12.60282326,1,1,0
170001,3,58,0,12.04356003,0,1,1
50001,2,75,0,10.81979847,0,1,0
66668,5,58,0,11.10748005,0,0,1
266668,2,75,0,12.49376011,0,1,1
173334,7,54,0,12.06297588,0,1,1
640001,0,50,0,13.36922455,0,1,1
71668,7,28,0,11.17980003,0,1,1
60001,3,69,0,11.0021162,0,1,1
189168,8,26,1,12.15039063,0,1,0
65953,3,46,1,11.09669781,0,1,1
220001,11,30,1,12.30138779,0,0,0
320168,8,73,1,12.67660141,0,1,0
300834,5,60,0,12.61431408,0,1,0
60001,3,76,0,11.0021162,0,1,1
205001,11,30,0,12.23077011,0,1,0
151251,0,50,1,11.92669582,0,1,1
247501,2,71,0,12.41916943,0,0,1
162668,4,37,1,11.9994669,0,1,0
46876,3,53,1,10.75526142,0,1,0
193001,5,67,0,12.17045021,0,1,0
380001,2,61,0,12.847929,0,1,0
136251,1,34,0,11.82225418,0,1,1
262501,3,79,0,12.47801018,1,0,1
192001,12,22,0,12.16525555,1,0,0
558751,5,73,0,13.23345947,1,1,0
850001,3,69,1,13.6529932,1,1,0
384664,5,71,0,12.86012554,1,1,0
141668,9,46,0,11.86124134,1,1,0
1190375,11,56,0,13.98977852,1,1,0
246486,6,52,0,12.41506004,0,1,0
964168,12,60,0,13.77902126,1,0,0
310001,0,64,0,12.64433098,0,1,1
103334,0,73,0,11.54572201,0,0,1
122001,4,61,0,11.71178436,0,1,1
203890,11,33,1,12.22533607,0,1,0
27382,0,69,1,10.21764088,0,0,1
64287,0,66,0,11.07111263,0,1,1
464728,11,44,0,13.04920769,1,1,0
125557,12,32,1,11.74051476,1,0,0
130001,1,37,1,11.77529716,0,1,1
181834,2,48,1,12.11084938,0,1,1
57501,0,47,0,10.95955753,0,1,0
