rural,mulher,anos_est,rndpcap,meanrndpcap,sufrnd
1,1,11,669.34,478.4286957,0
1,0,2,669.5,419.5996296,0
0,0,4,669.585,1698.535517,0
0,1,2,669.625,670.763,0
0,1,11,669.88,1182.171081,0
0,0,11,670,2288.394211,0
0,0,0,670.64,534.7809524,1
0,0,11,670.86,1948.479778,0
0,0,8,670.9,685.6504762,0
0,1,11,670.99,568.2389655,0
0,0,4,671.07,478.6689474,0
0,0,11,671.51,1858.945714,0
0,0,4,672.2333333,766.148,0
1,0,4,672.315,807.2419149,0
0,0,7,672.5366667,1135.875278,0
0,0,1,674,478.6689474,0
0,0,11,674.154,519.7508511,0
1,0,7,674.16,579.2511111,0
1,0,1,674.32,554.9977358,0
1,0,2,674.395,587.443871,0
0,0,11,674.6933333,770.84,1
0,0,11,674.705,912.8591176,0
0,0,7,675.2425,820.6609756,1
1,1,11,675.35,482.5134247,0
1,0,11,675.4033333,614.4397059,0
1,0,0,675.735,740.7088235,0
0,0,11,676.625,611.3997619,0
1,0,9,676.9933333,710.4746667,1
0,0,8,677.225,510.5392857,0
1,0,5,677.31,391.2131579,1
0,1,1,677.3375,627.1007317,0
0,0,11,677.985,603.7085714,1
1,0,8,678.086,753.1506383,0
1,0,4,678.56,495.0122951,0
0,1,11,678.9266667,1128.36,0
0,0,8,679.055,579.8978125,1
0,0,8,680.146,669.0507692,0
1,1,3,680.165,765.5697727,0
1,0,4,680.35,1612.686102,1
1,0,5,680.556,835.1365957,0
0,0,11,681.2,556.1836364,0
0,1,9,681.94,2743.660313,0
0,1,11,682.5033333,495.635641,1
0,0,9,683.07,705.95875,1
1,0,4,683.8866667,579.2511111,0
0,0,4,684.07,2665.956842,0
0,0,8,684.2733333,1348.463023,1
1,0,8,684.426,943.2462,0
1,1,6,684.4933333,411.1992308,0
0,1,5,684.5033333,912.8591176,0
0,0,11,684.5275,1088.077111,1
0,1,4,685.08,1698.535517,1
0,0,11,685.24,583.2331915,0
0,0,3,685.3933333,554.6609302,0
1,0,1,687.0333333,659.6204839,0
0,1,8,687.59,707.3438889,0
0,0,0,687.735,1613.550571,1
1,1,4,687.84,482.5134247,0
0,0,4,688.005,640.6816667,0
0,0,4,688.42,1206.189167,1
1,0,4,690.0133333,835.1365957,1
1,0,0,691.5,3364.25451,0
0,0,11,691.5066667,494.5080556,0
1,0,12,691.7533333,1909.363889,0
0,1,0,692.305,583.2331915,0
0,1,11,692.5,1529.759667,0
0,1,4,692.6,645.1605,0
1,0,4,692.8166667,1360.656875,0
1,1,0,692.855,834.9436364,0
0,0,4,693.155,467.1111111,1
0,0,0,693.76,1630.5325,0
1,0,4,693.7666667,467.1654386,1
0,0,15,694,2065.150435,0
0,0,11,694.0925,1330.528947,0
0,1,2,694.28,1328.344,0
0,0,11,694.43,888.5615385,0
1,0,0,696.1266667,587.443871,0
1,0,3,696.91,527.8295918,0
0,0,11,697.12,820.6609756,0
0,0,11,698,603.7085714,0
0,0,11,698.1825,1413.027436,0
0,0,11,698.36,1000.767436,1
0,1,11,698.45,888.5615385,0
1,0,1,698.6033333,652.6279592,0
1,1,3,699.45,423.0136585,0
1,1,2,699.595,662.9639535,0
0,0,15,700,840.067561,1
1,0,3,700,718.9960345,1
0,1,8,700.1266667,659.0762264,0
0,0,4,700.6366667,409.7105714,0
1,0,2,700.6825,838.3386765,0
0,1,11,700.7775,388.5253623,0
0,0,6,700.87,752.9721739,1
0,0,5,701.0075,758.31625,0
0,0,11,701.4925,1032.037576,1
0,0,4,701.662,3639.888148,0
0,0,9,702.44,603.7085714,1
0,0,11,702.7733333,670.763,0
0,0,4,702.7766667,400.705,0
1,1,4,703.57,570.3334375,0
1,0,12,703.99,1612.686102,0
0,0,7,704.345,651.0332143,0
1,0,10,705.0125,838.8316071,1
1,0,7,705.2233333,574.977963,0
0,1,3,705.26,579.8978125,1
1,1,2,705.66,1360.656875,0
0,0,2,705.6666667,2133.448158,0
0,1,0,706.03,1552.516538,0
0,0,12,706.098,1482.6725,1
0,0,3,706.1,618.5127027,0
1,1,4,706.37,515.4110909,0
0,0,11,706.382,700.0407895,0
0,0,11,706.77,1061.849091,1
0,0,4,706.9325,600.8578378,0
0,0,8,707.2266667,664.5166667,1
0,0,5,707.265,1845.036774,0
0,0,12,708,763.4109756,0
0,0,12,708.1675,640.6816667,0
0,1,,708.8,1135.875278,0
0,0,11,708.89,3330.284545,1
0,0,1,709.29,1088.077111,1
0,0,8,709.82,1061.849091,0
1,0,0,710.2475,489.2359615,1
0,0,7,710.8,567.1062069,1
1,0,11,711.045,575.394,0
0,0,15,711.355,3595.318824,0
0,1,12,711.5375,1516.470769,1
0,0,0,711.895,645.1605,0
0,0,11,712.2525,865.4326471,0
0,1,8,712.2933333,1811.911579,0
1,1,7,712.585,563.237561,0
1,1,11,712.61,554.9977358,1
0,1,5,713.08,495.635641,0
1,0,3,713.528,563.237561,0
0,1,3,714.22,752.2555882,0
0,0,15,715,2176.826957,0
1,0,0,715.58,526.3340741,0
0,1,4,715.67,1207.043256,1
1,1,4,715.9575,411.1992308,0
0,1,11,716.015,705.95875,0
0,1,0,716.36,583.2331915,0
0,1,0,716.485,912.8591176,0
1,0,12,717.1975,765.5697727,0
0,0,12,717.455,686.2056098,0
1,0,4,717.79,710.4746667,0
0,0,15,717.8325,2136.0012,1
0,1,0,718.0271429,928.8801923,1
1,0,4,718.2,277.348,0
0,0,11,718.2466667,685.6504762,0
0,0,11,718.2466667,685.6504762,0
1,0,0,719.5933333,627.1180303,0
1,1,0,719.71,554.9977358,1
0,1,8,719.8025,1328.344,0
0,0,6,720.2875,583.2331915,0
1,0,0,720.8,277.348,0
0,0,0,720.8216667,669.0507692,0
0,1,15,720.89,1280.696316,1
1,0,12,721.48,765.5697727,0
0,0,2,721.64,497.7760465,0
1,0,15,722.0125,662.5847368,1
0,1,4,722.115,1183.43625,0
0,1,4,722.5875,1196.6695,0
0,0,11,722.6025,912.8591176,0
1,1,11,723,391.2131579,0
1,0,4,723.1633333,662.5847368,0
0,0,0,724,494.5080556,0
0,0,4,724.0166667,629.9636364,0
0,0,9,724.28,793.219697,0
0,0,6,725.16,400.705,0
0,0,8,725.8175,603.7085714,0
0,0,11,726,613.4914706,0
1,0,2,726.4633333,575.394,1
0,0,11,727.75,583.2331915,0
0,0,11,727.9133333,527.6662903,0
0,1,11,728.215,1529.759667,0
0,1,0,728.315,928.8801923,0
0,0,3,729,606.5910714,1
0,1,11,729.87,788.6968,1
1,0,11,730.5466667,876.9027907,0
0,0,11,730.7233333,830.8612903,0
0,0,11,730.8,669.0507692,0
0,0,4,731.9685714,640.6816667,0
1,0,2,732.2866667,885.1378723,1
0,0,9,732.384,968.53875,0
1,0,1,732.97,765.5697727,0
0,0,9,733.2914286,722.2689362,0
0,0,10,735,409.7105714,0
0,0,11,735.48,718.0520833,0
0,0,5,735.67,835.9210811,0
0,0,4,735.7833333,718.0520833,0
0,1,2,736.69,494.5080556,0
0,0,2,736.95,820.6609756,0
0,1,0,737.85,611.3997619,0
0,1,0,738.695,1334.709355,0
1,0,4,739.7433333,618.6634,0
0,0,15,739.9333333,1280.696316,0
0,0,10,740.0075,919.5608333,0
1,0,4,740.1075,618.6634,1
1,0,1,740.6,876.9027907,0
1,0,11,740.9,571.1861194,1
0,0,9,741.8,541.0827778,0
0,1,15,742,1315.11,1
0,0,4,742.44,901.4827907,1
0,1,12,742.5975,812.4543333,0
0,0,11,743.296,2182.035833,0
0,1,0,743.62,840.453,0
1,0,11,743.6466667,1063.802533,0
1,0,14,743.7075,1727.349,0
0,1,0,743.82,901.4827907,0
0,0,11,744.43,267.5275926,0
1,0,15,744.7925,662.5847368,0
1,0,11,745.1666667,718.9960345,0
0,0,4,745.605,1333.755,0
0,0,11,745.735,583.2331915,1
1,0,2,745.78,672.7350877,0
0,0,0,745.824,887.3187805,0
0,1,11,746.6466667,758.31625,1
0,1,0,748.785,1597.785,0
0,1,4,749.0833333,629.9636364,1
0,0,9,749.1533333,639.7505263,0
0,0,12,749.9333333,2136.0012,0
0,1,1,750.4166667,812.4543333,0
0,0,4,750.4225,835.9210811,0
0,1,8,751.224,603.4707143,0
0,0,12,752.36,567.1062069,0
1,0,3,752.665,835.1365957,1
0,0,11,752.87,690.4014286,0
0,0,14,752.99,2052,0
1,0,8,753.12,527.8295918,1
0,1,0,753.2925,552.4429787,0
0,0,11,753.3333333,1404.0325,0
1,0,4,753.3366667,1063.802533,0
1,0,8,753.8575,838.3386765,1
0,1,3,754.035,1182.171081,0
0,1,5,755.33,887.3187805,0
0,0,5,755.5925,1222.939767,1
0,1,12,755.6233333,2841.940968,0
0,0,4,756.01,1023.611429,1
0,1,11,756.3275,677.26,0
0,0,11,756.452,603.4707143,0
0,0,4,756.9975,1297.9032,1
1,0,4,757.5,614.4397059,0
1,1,11,757.8333333,489.2359615,1
0,0,4,758.495,1904.48,0
1,0,12,758.76,482.5134247,0
1,0,4,759.154,587.443871,0
0,1,4,759.855,1333.755,0
0,1,4,759.88,722.2689362,0
0,0,4,761.39,1011.451622,0
0,0,9,762.415,596.5957143,0
0,1,2,762.5933333,902.89825,0
1,0,4,762.63,794.3415789,0
0,0,3,763.3,1315.11,1
0,0,2,763.9,736.2497368,0
0,0,5,764.165,519.7508511,0
0,1,1,764.17,770.84,0
1,1,1,764.25,411.1992308,0
1,0,4,764.68,587.443871,0
1,0,2,764.72,582.9834783,1
0,1,0,764.83,534.7809524,0
0,1,11,764.865,1516.470769,1
1,0,8,765.8625,515.4110909,0
0,0,11,765.87,686.4529268,1
0,0,11,766.32,677.26,0
0,0,3,766.54,608.8389474,0
0,1,12,766.63,1529.759667,0
1,0,11,766.7933333,699.1070423,0
1,0,8,767.625,1063.802533,0
0,0,11,767.79,527.6662903,0
0,0,7,768.52,766.148,0
0,1,11,768.625,1618.048519,0
0,0,4,768.675,568.2389655,0
0,0,4,771.706,1128.36,0
0,1,4,771.785,912.8591176,0
1,0,4,772.235,885.1378723,1
0,0,2,772.3725,603.7085714,0
1,0,6,772.625,753.1506383,0
0,0,11,772.64,2609.990882,0
0,0,11,772.75,510.5392857,1
0,0,9,773.21,541.0827778,0
0,0,0,774.2,402.0349153,0
0,1,0,774.29,1297.9032,0
1,0,3,774.4466667,740.7088235,0
0,0,9,775.625,817.5988889,0
0,0,7,775.76,1128.36,0
0,0,11,775.845,763.9465625,0
0,1,10,776.3866667,600.8578378,0
0,1,5,776.5,603.4707143,0
0,0,10,777.76,1977.225,0
0,0,4,777.894,912.8591176,0
0,0,1,778.2566667,1011.451622,0
0,0,12,778.5733333,1358.104865,0
1,0,3,779.3833333,699.1070423,0
1,1,1,779.82,419.5996296,0
0,0,11,780.295,2841.940968,0
0,0,8,780.8125,594.8609091,1
1,0,10,781.1666667,579.2511111,0
0,0,4,781.325,1332.0025,0
0,0,8,781.5825,722.8679167,1
0,0,7,781.615,556.1836364,0
0,0,11,782.215,665.9080488,0
0,0,11,783.298,928.8801923,0
0,0,8,783.41,640.6816667,0
0,0,0,784,944.937907,0
0,0,8,784.13,1222.939767,0
0,0,13,784.4133333,1239.446316,0
0,0,8,784.4366667,487.0973684,1
1,0,0,784.87,1909.363889,0
1,0,10,785.355,1727.349,0
1,0,12,785.3933333,570.3334375,0
0,1,11,785.5,793.219697,1
1,0,12,785.685,579.2511111,0
1,0,11,785.8633333,1063.802533,0
0,0,11,785.885,670.763,0
1,0,4,785.9566667,1055.4946,1
0,0,3,786.11,1850.1075,0
0,1,11,786.15,867.7046875,1
1,0,11,786.8933333,527.8295918,0
1,0,11,787.186,1909.363889,0
0,0,9,787.1971429,1011.451622,1
0,1,8,787.5566667,867.7046875,1
1,0,4,787.95,525.4981579,0
0,1,3,789.9,919.5608333,0
0,0,13,789.9066667,1088.077111,1
0,0,11,790.0125,538.7673684,1
0,0,5,790.1966667,764.1737838,1
1,0,2,790.425,717.7116667,0
1,0,11,790.7266667,710.4746667,1
0,0,10,791.1,1803.645357,0
1,0,11,791.58,710.4746667,0
0,0,4,791.9866667,398.4177083,1
0,0,11,792.1,840.067561,0
1,0,11,792.47,444.4342105,1
0,0,12,792.548,659.0762264,0
0,1,0,792.56,519.7508511,0
0,0,10,792.82,1529.759667,1
0,0,11,793.315,820.6609756,0
1,0,10,793.52,753.1506383,0
0,0,8,793.96,1023.927727,0
1,0,0,794.19,835.1365957,0
0,1,0,795.01,579.8978125,0
0,0,2,795.262,1135.875278,1
0,0,10,795.59,651.0332143,1
1,0,2,795.595,627.1180303,0
0,0,11,796.09,944.937907,0
0,0,8,796.34,567.1062069,0
1,0,5,797.0625,798.4366667,1
1,0,12,797.22,794.3415789,0
0,1,9,797.25,608.8389474,0
0,0,0,797.71,556.1836364,0
0,0,0,797.9866667,398.4177083,0
1,0,11,798.0866667,659.6204839,0
0,0,7,798.485,494.5080556,0
0,0,15,799.01,1689.808065,0
0,0,8,799.225,830.8612903,0
0,0,14,800,3342.289655,1
0,0,4,800.79375,788.6968,0
0,0,0,801.01,867.7046875,1
0,0,11,801.75,3194.976957,0
0,0,11,801.99,2136.0012,0
0,1,4,802.52,1904.48,0
1,0,8,802.594,710.4746667,1
0,0,15,802.87,1977.225,1
0,1,11,803.1966667,3595.318824,0
0,1,4,803.2366667,1348.463023,0
0,1,11,803.405,1850.1075,0
0,0,4,803.448,2052,1
0,0,11,803.485,1016.115667,1
1,0,11,803.6666667,834.9436364,1
1,0,11,804.31,482.5134247,0
0,0,4,804.315,442.4744737,0
0,0,11,805.03,665.9080488,0
0,0,11,805.4275,1139.487317,0
0,0,0,805.594,752.9721739,1
0,0,4,806.6666667,686.2056098,1
0,1,0,806.89,574.0725806,0
0,0,8,807.1825,1372.231786,0
0,0,4,809.0066667,1128.36,0
0,0,11,809.53,1016.08025,0
0,1,1,809.9125,840.067561,0
0,0,3,811.044,1911.020789,0
0,0,4,811.765,1069.7025,0
1,0,6,811.975,835.1365957,0
1,0,11,813.695,838.8316071,0
0,1,11,813.88,1207.043256,0
0,0,7,814.35,1698.535517,0
1,0,0,815.235,807.2419149,0
1,0,9,815.465,1360.656875,1
0,0,4,815.8,1023.611429,0
0,0,11,815.8633333,1069.7025,0
1,0,11,818.2575,1063.802533,0
0,1,0,818.53,752.2555882,1
0,1,4,818.61,651.0332143,0
0,0,11,819.1833333,478.6689474,0
0,1,6,819.58,1948.479778,0
0,0,4,819.684,574.0725806,0
1,0,5,820.9433333,571.1861194,1
0,0,11,821.2766667,718.0520833,0
0,0,11,821.585,1052.895588,0
0,0,11,821.755,690.4014286,0
0,0,4,821.8166667,1334.709355,0
1,0,4,822.32,834.9436364,1
1,0,11,822.4,423.0136585,1
0,0,4,823.9,568.2389655,0
0,0,11,824.588,1088.077111,1
0,0,2,824.625,689.9491111,0
0,0,4,824.922,659.0762264,0
0,0,6,825.09,722.8679167,0
0,1,4,825.275,487.0973684,0
0,0,5,826.0866667,1296.938718,0
0,0,11,826.52,603.4707143,0
1,0,12,826.8225,718.9960345,0
0,0,11,827.315,677.26,0
0,1,3,827.34,2052,0
0,1,8,827.4266667,1332.0025,0
0,1,0,827.4866667,1000.767436,0
0,0,11,828,1358.104865,0
0,0,11,828.02,1348.463023,0
1,0,2,828.265,618.6634,0
0,0,11,828.6225,1601.592273,1
1,0,12,828.712,1176.6035,1
1,0,0,828.895,699.1070423,0
0,0,4,828.9183333,1023.611429,1
0,0,1,829.32,752.9721739,0
1,1,4,830.745,478.4286957,0
0,1,4,831.03,686.9541176,1
0,0,4,831.04,1613.550571,0
1,0,11,831.855,717.7116667,0
0,0,12,833.014,902.89825,1
0,0,4,833.1266667,661.8156667,0
0,0,6,834.266,928.8801923,0
1,0,11,834.475,614.4397059,1
1,1,5,835.725,495.0122951,0
0,1,0,836.2,968.53875,0
0,0,11,836.6066667,618.5127027,0
0,0,11,837.7325,538.7673684,0
0,0,11,838.55,509.6545,0
1,0,11,840.37,1909.363889,0
1,0,0,840.995,525.4981579,0
1,0,11,841.6325,627.1180303,0
1,0,3,843.855,798.4366667,0
0,0,15,845.506,677.26,0
0,0,15,845.55,1023.927727,0
0,0,11,845.8333333,944.937907,0
0,0,7,845.865,561.9761765,0
0,0,11,846.095,1284.69093,0
0,1,0,846.4325,689.0002381,0
0,1,4,846.645,840.067561,0
0,0,,847.0075,904.1488571,0
0,0,11,847.6875,901.4827907,1
1,0,,848.3775,419.5996296,0
1,0,4,850.3466667,515.4110909,0
1,0,11,852.376,652.6279592,0
1,0,11,852.75,515.4110909,1
0,0,4,853.46,1206.189167,0
1,1,1,853.478,834.9436364,1
1,1,1,854.02,423.0136585,0
0,1,4,854.302,1410.529773,0
0,1,4,855.215,2002.858667,0
0,0,5,855.53,752.9721739,0
0,1,4,855.7485714,840.067561,0
0,0,4,855.9483333,736.2497368,0
1,1,0,856.9466667,627.1180303,0
0,0,11,857.5833333,1358.104865,0
1,1,2,857.945,482.5134247,0
0,1,4,858.19,603.7085714,0
0,1,4,858.82,707.3438889,1
0,0,2,859.4,1284.69093,0
0,1,2,859.63,3595.318824,0
0,0,11,859.7125,770.84,1
1,0,9,860.095,835.1365957,1
0,0,3,860.575,685.6504762,0
0,0,11,860.795,541.0827778,0
0,1,12,860.92,1482.6725,0
1,0,7,861.0975,798.4366667,0
0,0,10,861.455,2182.035833,1
0,0,11,861.4766667,556.1836364,1
0,0,9,861.6133333,626.9217949,0
0,0,5,861.9966667,835.9210811,0
1,1,7,862.785,794.3415789,0
0,0,4,863.594,722.2689362,1
0,0,11,863.6325,1135.875278,1
1,0,10,864.138,1063.802533,1
0,0,4,864.76,700.0407895,0
1,0,11,865.2375,618.6634,0
0,0,12,865.7375,2700.922593,0
1,0,11,867.3333333,672.7350877,0
0,0,11,867.335,579.8978125,0
0,0,0,867.565,1000.767436,1
1,1,2,868.7766667,587.443871,0
0,0,11,868.825,690.4014286,0
0,0,,869.0066667,1284.69093,0
1,0,8,869.68,717.7116667,1
0,0,4,870.954,661.8156667,1
1,1,11,871.185,659.6204839,1
0,0,12,871.495,519.7508511,1
0,1,2,871.5,705.95875,0
0,0,0,871.905,556.1836364,0
0,1,8,872.4066667,627.1007317,1
0,0,9,872.715,509.6545,0
0,0,10,872.7475,1183.43625,0
0,0,4,872.7966667,867.7046875,1
0,0,11,873.0266667,820.6609756,0
0,0,4,873.165,1516.470769,0
0,1,14,873.725,2133.448158,0
0,0,10,874.8466667,2182.035833,0
1,0,8,875.35,794.3415789,0
0,0,12,875.434,763.4109756,0
1,0,4,876.37,618.6634,0
0,0,4,876.43,1206.189167,0
0,0,11,876.785,763.9465625,0
1,0,8,877.49,571.1861194,0
0,0,0,877.49,1286.166364,0
0,1,11,878.134,770.84,0
1,0,4,879.4,526.3340741,1
0,0,11,879.8933333,1404.271923,0
1,0,9,880.055,659.6204839,0
1,0,1,880.15,652.6279592,0
0,0,11,881.75,1638.098261,1
0,0,9,881.9525,1332.0025,0
1,1,0,882.07,685.4940323,0
0,0,4,882.29,509.6545,1
0,0,7,882.715,707.3438889,0
0,1,12,882.98,552.4429787,1
1,0,8,883.25,3364.25451,0
0,1,9,883.85,1206.189167,0
0,0,0,883.95,752.2555882,0
1,0,4,884.05,1055.4946,1
1,0,6,885.65,526.3340741,0
1,0,4,885.87,582.9834783,1
0,0,11,886.52,1206.189167,0
1,0,11,886.5225,804.9061429,0
0,0,11,886.575,689.9491111,0
0,1,4,886.865,1618.048519,0
0,0,4,887.19,495.635641,0
0,0,3,887.515,1413.027436,1
0,0,9,888.3766667,1630.5325,0
0,0,3,889.81,645.1605,0
0,0,9,890,1280.696316,0
0,0,11,891.965,887.3187805,1
0,1,3,892.09,594.8609091,1
0,0,8,893.1675,867.7046875,1
0,0,11,893.5366667,608.8389474,0
1,0,11,893.815,526.3340741,0
1,0,8,894.276,1360.656875,0
1,0,2,894.535,835.1365957,1
1,0,3,894.885,834.9436364,1
0,1,12,894.92,835.9210811,0
1,0,11,895.2,798.4366667,0
0,0,12,895.76,840.453,0
0,0,11,895.89,689.0002381,1
0,0,11,895.9075,1803.645357,0
0,0,4,896.13,688.6915152,0
0,0,11,896.1566667,1023.927727,0
0,0,11,896.4433333,752.2555882,1
1,0,15,896.45,391.2131579,0
0,1,3,897.21,400.705,0
0,0,3,898.55,611.3997619,1
0,0,4,898.69,1319.132333,0
1,0,10,898.82,1360.656875,0
1,0,7,898.84,563.237561,0
0,0,12,899.2,763.4109756,0
0,0,0,899.3,670.763,0
0,0,11,900.02,1404.0325,0
0,0,4,901.0875,561.9761765,1
0,0,5,901.575,1023.611429,1
1,1,11,903.024,574.977963,0
0,1,4,903.025,2239.903704,0
0,0,3,903.21,722.8679167,0
1,0,7,903.775,627.1180303,0
0,0,4,903.94,902.89825,1
0,1,11,904.1333333,888.5615385,0
0,0,10,904.77,561.9761765,0
0,0,7,905.395,686.2056098,0
0,1,12,906.615,645.2675676,1
1,0,7,907.214,699.1070423,0
1,0,0,907.26,627.1180303,0
1,0,14,908.83,1176.6035,1
1,1,3,909.93,794.3415789,0
0,0,8,910.55,645.2675676,0
0,1,0,910.6325,686.2056098,0
1,1,0,910.75,515.4110909,0
0,0,11,910.96,3595.318824,0
0,1,8,911.75,606.5910714,0
0,0,15,911.765,840.453,1
0,0,3,912.46,1000.767436,1
0,1,11,913.1666667,1182.171081,0
0,1,0,913.6766667,495.635641,0
0,0,11,913.72,1240.347188,1
0,0,3,914.055,541.0827778,0
0,0,1,914.24,840.453,0
0,1,11,914.595,902.89825,0
1,1,9,914.7,478.4286957,0
0,1,8,914.96,2050.880833,0
1,1,2,915.4,765.5697727,0
0,1,4,915.9166667,2910.267838,0
0,1,11,916.0533333,888.5615385,0
0,0,7,916.285,1334.709355,0
1,0,7,916.295,1612.686102,0
0,0,10,916.4,689.0002381,0
0,0,8,916.9433333,639.7505263,0
0,1,11,917.408,1871.069286,0
0,0,4,917.4166667,718.0520833,0
0,0,4,917.905,2191.1664,0
0,1,4,919,700.0407895,1
1,0,12,920.3933333,627.1180303,0
0,0,4,920.505,495.635641,1
0,1,15,920.6425,944.937907,0
0,0,3,921.905,867.7046875,0
1,0,4,922.03,662.5847368,0
0,0,11,922.3275,722.2689362,0
0,1,4,922.33,902.89825,1
0,1,0,922.81,1044.983125,0
1,0,6,924.7266667,495.0122951,1
1,1,8,924.78,423.0136585,0
0,0,4,925.5533333,1182.171081,0
0,0,4,925.9325,1845.036774,0
1,0,9,926.142,554.9977358,0
0,0,0,926.475,689.9491111,0
0,0,4,926.96375,1016.08025,0
0,0,11,927.31,1319.132333,0
1,0,9,927.555,753.1506383,0
0,1,4,927.8733333,2136.0012,0
0,1,5,928.65,1023.927727,0
1,0,8,929.0075,943.2462,1
0,0,15,929.105,1516.470769,0
0,0,11,930.89,1404.0325,1
0,0,11,932.255,1427.1984,0
1,0,4,932.3,804.9061429,0
0,1,0,932.81,1088.077111,1
1,0,6,933.19,1063.802533,1
0,1,8,933.87,1372.231786,0
0,0,3,934.25,812.4543333,0
0,1,11,934.75,793.219697,0
0,0,11,934.9825,1884.586364,0
0,1,12,935.49,2176.826957,0
0,0,11,936.0666667,670.763,0
0,0,4,938.4,2052,1
0,0,3,938.875,639.7505263,0
0,0,2,939.5225,627.1007317,0
0,0,11,940.455,1404.0325,0
0,1,12,940.725,3595.318824,0
0,0,13,940.865,1638.098261,0
0,0,8,942.02,763.9465625,0
1,0,3,942.14,444.4342105,0
0,0,1,942.18,442.4744737,0
0,0,11,943.325,600.8578378,0
0,1,4,943.38,1332.0025,0
0,0,11,943.99,1284.69093,0
1,0,11,944.0366667,753.1506383,1
0,0,4,944.38,1689.808065,0
1,0,8,945.5,515.4110909,0
0,0,5,945.85,527.6662903,0
0,0,4,946.32,1000.767436,1
0,1,11,946.83,1319.132333,0
0,0,4,947.075,707.3438889,1
0,0,9,947.75,752.2555882,0
0,0,11,948.5625,509.6545,0
1,1,6,950.825,467.1654386,0
0,1,11,951.9433333,1016.115667,0
0,0,11,952.714,1319.132333,0
0,1,9,953.095,1638.098261,0
0,0,11,953.5733333,1348.463023,0
1,0,0,953.9425,1055.4946,1
1,0,0,954,884.7490244,0
0,1,6,954.515,603.4707143,0
0,1,9,954.54,596.2365854,0
0,0,15,954.546,1348.463023,0
1,0,1,955.268,699.1070423,0
0,1,14,956.035,1358.104865,0
1,0,4,956.77,1055.4946,0
0,0,11,957.062,1069.7025,1
1,0,2,958.9733333,1055.4946,1
0,0,4,959.09,1871.069286,0
0,0,11,959.2,685.6504762,0
0,1,4,959.27,1404.271923,0
0,0,2,959.42,579.8978125,0
0,0,11,959.516,581.6348148,0
0,1,12,960,659.0762264,0
0,0,5,960.5,689.9491111,0
1,0,12,960.6425,1727.349,0
0,0,9,961.185,833.48,0
0,1,0,961.665,1404.271923,0
0,1,7,964.72,1427.1984,0
1,0,4,964.76,1727.349,0
0,1,11,965.62,538.7673684,0
1,0,10,966.335,419.5996296,0
1,0,11,966.394,525.4981579,0
0,1,11,966.936,1904.48,0
0,0,11,967.7,554.6609302,0
0,0,11,967.765,3330.284545,0
0,1,5,968.555,840.453,0
0,1,3,968.93,835.9210811,0
0,0,2,968.95,1206.189167,0
1,0,15,969.365,444.4342105,0
0,0,4,969.5,2548.144444,1
0,0,11,970.3875,901.4827907,1
0,1,4,971.56,1023.611429,1
1,0,4,971.8733333,1011.248261,0
1,0,4,971.9975,1360.656875,1
1,0,11,972.724,1063.802533,1
1,0,1,972.75,1727.349,0
1,0,8,972.9766667,662.9639535,1
0,1,11,973.4425,793.219697,0
0,1,0,973.47,1222.939767,0
0,1,11,977.0433333,944.937907,1
0,1,11,977.745,1011.451622,0
0,0,8,980,669.0507692,1
0,0,5,980.3225,665.9080488,0
0,1,10,980.865,888.5615385,1
1,0,2,982.83,391.2131579,0
0,0,10,982.945,1404.271923,0
1,0,9,984.37,662.9639535,0
0,0,11,984.9033333,793.219697,1
0,0,11,987.42,867.7046875,0
0,1,12,987.46,919.5608333,0
1,0,3,987.82,884.7490244,0
0,0,1,988.4166667,928.8801923,0
1,0,13,988.61,718.9960345,0
0,0,15,988.7933333,1297.9032,0
0,1,11,988.8525,1948.479778,0
0,0,13,988.8766667,2841.940968,0
0,1,11,989.125,700.0407895,0
0,0,11,989.315,820.6609756,1
0,0,1,989.91,1000.767436,0
1,0,11,990,740.7088235,0
0,0,14,990.5166667,722.8679167,0
1,0,12,991.0825,838.8316071,0
0,0,11,991.626,883.9934286,0
0,1,0,992.3,538.7673684,1
1,0,15,992.374,575.394,1
0,0,12,992.54,1631.325333,0
0,0,4,993.08,677.26,0
0,0,8,993.2375,552.4429787,1
0,0,12,993.305,1858.945714,0
0,1,11,993.965,919.5608333,1
1,1,0,994.83,717.7116667,1
0,0,11,994.9166667,758.31625,0
1,1,4,996.55,710.4746667,0
0,0,4,997.92,1023.927727,1
0,0,4,998.058,1334.709355,0
0,1,4,999.595,1413.027436,0
0,1,12,1000,1904.48,0
0,0,5,1001.14,883.9934286,0
0,0,15,1001.202,1052.895588,0
0,0,4,1001.46,664.5166667,0
1,0,4,1001.68,699.1070423,0
0,0,0,1002.525,758.31625,0
0,0,11,1005.2775,1404.0325,0
0,1,11,1005.475,1023.611429,0
1,0,11,1005.726667,717.7116667,1
1,0,5,1006,884.7490244,0
1,0,11,1006.33,699.1070423,0
1,0,4,1007.195,525.4981579,0
0,0,8,1007.665,659.0762264,0
0,0,12,1009.7,944.937907,1
0,1,2,1009.81,766.148,0
0,0,8,1010.4175,2624.284737,0
0,0,11,1011.465,752.2555882,0
0,0,11,1011.76,1182.171081,0
0,1,3,1012.433333,626.9217949,0
0,0,11,1012.95,919.5608333,0
0,0,5,1013.468333,596.2365854,0
1,0,11,1014.295,1612.686102,1
0,1,4,1014.6,840.453,0
0,1,11,1015.25,788.6968,0
