rural,mulher,anos_est,rndpcap,meanrndpcap,sufrnd
1,0,4,410.7975,563.237561,0
0,0,8,411.05,1196.6,0
0,0,8,411.22,1183.43625,0
0,0,4,411.6466667,402.0349153,0
0,1,4,412,793.219697,1
0,0,11,412.71,400.705,0
1,0,4,413.555,838.3386765,0
0,0,9,413.674,766.148,0
1,0,3,414.11,618.6634,0
0,0,6,414.125,1948.479778,0
0,0,6,414.1625,596.5957143,0
0,1,4,414.57,534.7809524,0
0,1,4,414.68,607.260625,0
0,0,10,414.7033333,707.3438889,0
0,0,11,414.7766667,556.1836364,0
1,0,3,414.84,718.9960345,1
0,0,2,415.64,620.0084211,0
0,1,5,416.21,596.5957143,0
1,0,0,416.84,391.2131579,0
1,0,2,417.01,574.977963,0
0,1,0,417.17,291.0228947,0
0,1,15,417.335,1413.027436,0
1,0,8,417.5966667,765.5697727,0
1,1,2,417.7725,277.348,0
0,0,5,417.852,596.2365854,0
0,0,12,418.965,2277.115897,0
0,0,9,419.8775,611.3997619,0
1,0,4,419.985,1612.686102,0
1,0,4,420.825,662.5847368,0
1,0,8,420.915,662.5847368,0
0,0,4,421.2866667,677.26,0
0,1,3,421.3325,888.5615385,0
0,0,2,421.4966667,467.1111111,0
0,0,15,421.75,1297.9032,0
0,0,4,421.9033333,664.5166667,0
1,0,3,421.9533333,1360.656875,0
0,0,8,422.01,519.7508511,0
0,1,6,422.14,1315.11,0
1,0,4,422.18,662.5847368,0
1,0,3,422.4766667,885.1378723,1
1,1,2,422.58,570.3334375,0
0,0,12,422.83,1413.027436,0
0,0,11,423.1725,1811.911579,0
0,0,9,423.2366667,830.8612903,0
0,0,2,423.63,611.3997619,0
0,1,3,423.966,388.5253623,0
0,1,5,424.4166667,705.95875,0
0,1,0,424.5933333,670.763,0
0,1,4,424.615,467.1111111,0
0,0,10,425,497.7760465,1
1,0,0,425.43,587.443871,0
0,1,11,425.6116667,670.763,0
1,0,4,425.7733333,652.6279592,1
1,1,12,426.846,467.1654386,0
0,0,1,427.41,400.705,0
0,1,4,427.52,613.4914706,0
0,0,11,427.7,1617.471852,0
0,0,6,427.7325,494.5080556,0
0,0,1,427.768,1183.43625,0
0,1,11,427.8083333,919.5608333,0
0,0,4,428.332,885.2687234,0
1,0,7,428.4066667,419.5996296,0
0,0,0,428.67,686.9541176,0
0,0,8,428.7033333,409.7105714,0
1,1,0,428.875,489.2359615,1
1,0,5,428.9075,527.8295918,1
0,0,8,429.4375,596.2365854,0
0,0,9,429.605,740.5191304,0
1,1,0,429.67,489.2359615,0
1,0,0,430.9466667,554.9977358,0
1,0,8,431.62,1063.802533,0
0,0,3,431.7066667,901.4827907,0
1,0,4,432.032,662.5847368,0
1,0,4,432.035,614.4397059,0
0,0,11,432.1216667,689.0002381,0
0,0,2,432.1466667,534.7809524,1
0,0,11,432.88,1207.043256,0
0,0,3,434.7066667,365.8461364,0
0,0,3,434.7166667,722.8679167,0
0,1,10,434.965,923.21775,0
1,0,4,435.4533333,717.7116667,0
1,0,4,435.7525,571.1861194,0
0,0,3,436.0825,640.6816667,0
0,0,11,436.306,763.9465625,0
1,0,5,437.9,391.2131579,0
0,1,4,438.1144444,669.0507692,0
1,0,6,438.45,710.4746667,0
1,0,1,439.28,391.2131579,0
1,0,0,439.4,662.9639535,1
1,0,12,439.8433333,798.4366667,0
0,0,11,440.14,1871.069286,0
0,0,11,440.1566667,659.0762264,0
0,0,0,440.185,510.5392857,0
1,0,3,440.525,495.0122951,0
0,0,0,440.99,840.067561,0
0,0,4,441.2075,618.5127027,0
0,0,8,441.6766667,690.4014286,0
1,0,7,441.73,273.712,0
0,0,3,441.7933333,627.1007317,0
0,1,8,442.785,1088.077111,0
0,0,8,443.832,402.0349153,1
1,1,12,444.3233333,672.7350877,1
1,1,3,444.845,838.3386765,1
0,1,4,445.18,700.0407895,0
1,0,4,445.46,672.7350877,0
1,0,8,445.61,884.7490244,0
1,0,0,445.964,672.7350877,0
0,0,4,446.2133333,603.4707143,0
0,0,3,446.2933333,2910.267838,1
1,0,9,446.5666667,876.9027907,0
0,0,6,446.8375,267.5275926,0
0,1,11,447.01,1803.645357,0
0,0,1,447.0883333,661.8156667,0
0,0,11,447.125,1239.446316,0
0,0,11,447.255,2665.956842,0
0,0,11,447.6933333,608.8389474,0
0,0,11,447.7566667,2288.394211,0
0,1,0,447.8825,1332.0025,0
0,0,4,447.895,3194.976957,0
0,0,11,447.896,688.6915152,0
0,0,4,448.3575,1315.11,0
0,1,8,448.53,611.3997619,0
0,0,4,448.734,639.7505263,0
0,1,4,449.29,669.0507692,0
0,0,9,450.0166667,764.1737838,0
0,1,3,450.638,423.8047727,0
0,0,12,451.1,968.53875,0
1,0,11,451.2471429,699.1070423,0
0,0,11,452,763.4109756,0
0,0,1,452.38,398.4177083,0
1,1,2,452.6566667,765.5697727,0
0,0,3,453.27,740.5191304,0
1,1,4,453.3,467.1654386,0
1,1,7,453.3633333,717.7116667,0
1,0,0,453.49,798.4366667,0
0,0,6,453.78125,467.1111111,0
1,0,11,453.9066667,884.7490244,0
1,1,4,454.385,710.4746667,0
1,0,2,454.502,1063.802533,0
1,0,4,454.875,884.7490244,0
1,0,2,455,652.6279592,1
0,0,3,455.7,1286.166364,0
0,0,8,455.9425,1016.115667,0
0,0,11,455.98,865.4326471,0
0,1,8,457.1,1011.451622,0
0,1,11,457.2116667,689.0002381,0
0,0,6,457.334,1013.342667,0
0,0,4,457.51,883.9934286,0
1,0,8,458.025,717.7116667,0
0,0,8,458.035,1196.6,0
1,0,11,458.4966667,574.977963,0
1,1,4,458.7433333,1055.4946,0
1,1,0,458.8725,423.0136585,0
0,0,2,459.045,1983.663871,0
0,1,5,459.66,752.9721739,0
0,0,4,459.906,554.6609302,0
0,1,15,460,1334.709355,0
0,0,11,460.425,1330.528947,0
0,0,11,460.8233333,820.6609756,0
0,0,11,460.9,793.219697,1
1,0,4,460.9066667,587.443871,0
0,0,3,461.105,478.6689474,1
0,1,0,462,1139.487317,0
0,0,10,462.8025,659.0762264,0
1,0,5,462.825,515.4110909,0
0,0,4,462.88,677.26,0
1,1,1,463.68,1011.248261,0
0,0,11,463.8333333,400.705,0
1,0,4,463.9675,835.1365957,0
0,0,8,464.0766667,1296.938718,0
1,0,4,464.12,527.8295918,0
0,0,2,464.57,718.0520833,0
0,0,3,464.6633333,686.9541176,0
0,0,11,464.7366667,583.2331915,0
0,0,4,464.86,883.9934286,0
0,0,11,465.19,494.5080556,0
0,0,4,465.54,865.4326471,1
0,1,8,465.68,764.1737838,0
1,0,8,466.575,515.4110909,0
1,1,12,466.71,838.8316071,1
0,1,4,466.9,673.9688889,0
0,0,10,467.505,686.4529268,0
1,0,8,468.0575,885.1378723,0
1,0,4,468.062,659.6204839,0
0,1,4,468.125,2288.394211,0
1,1,9,468.545,835.1365957,0
1,0,7,468.61,710.4746667,0
0,0,4,469.2333333,788.6968,0
0,0,4,469.2733333,2191.1664,1
0,0,0,472.195,519.7508511,1
0,0,11,472.404,1061.849091,0
0,1,0,473.19,423.8047727,0
1,0,6,473.3075,652.6279592,0
1,0,10,473.525,718.9960345,0
1,0,11,473.5657143,482.5134247,0
0,0,5,473.6633333,664.5166667,0
0,0,11,473.725,402.0349153,0
0,1,11,473.935,705.95875,0
0,0,0,474.135,673.9688889,0
1,1,4,474.155,482.5134247,0
0,0,8,474.195,1044.983125,0
0,0,0,475.385,830.8612903,1
0,0,12,475.5225,1032.037576,0
0,0,11,476.0433333,608.8389474,0
0,0,0,476.888,1016.08025,1
1,0,4,476.985,478.4286957,0
0,0,4,476.9985714,554.6609302,0
0,0,6,477.615,664.5166667,0
0,0,8,477.8375,478.6689474,0
0,0,1,478.035,442.4744737,0
1,0,9,478.07,659.6204839,0
0,0,4,479.0075,583.2331915,0
1,0,4,479.065,740.7088235,0
1,0,4,479.35,614.4397059,0
1,1,0,479.8233333,618.6634,0
1,0,5,480.7875,495.0122951,0
0,0,2,480.994,452.7571111,0
1,0,1,481.475,575.394,0
0,0,1,481.7242857,402.0349153,0
0,0,8,481.8325,887.3187805,0
0,1,4,481.855,1698.535517,0
0,0,1,482.2133333,620.0084211,0
0,0,0,483.0433333,1284.69093,0
1,0,4,483.0933333,943.2462,0
0,0,0,483.365,510.5392857,0
1,0,11,483.6166667,515.4110909,0
0,1,0,484.575,581.6348148,0
0,0,3,484.85,509.6545,0
0,0,0,485.02,1328.344,0
0,0,0,485.16,1023.927727,0
0,1,11,485.54,1023.927727,0
0,0,2,486.3266667,1182.171081,0
0,0,3,486.8075,579.8978125,0
1,0,3,486.8175,699.1070423,0
0,0,9,486.8333333,1613.550571,0
0,0,12,487.5733333,949.5315789,0
1,0,0,488.06,1424.695472,0
0,1,0,488.27,2302.050909,0
0,0,9,488.54,1427.1984,0
0,1,9,488.68,705.95875,0
1,1,4,490.11,884.7490244,0
1,1,0,490.45,482.5134247,0
0,0,4,490.76,509.6545,0
0,1,11,491.36,1427.1984,0
1,0,11,492.075,718.9960345,1
1,0,1,492.485,718.9960345,0
0,0,7,492.568,689.9491111,0
0,0,9,492.8075,944.937907,0
1,0,8,492.86,489.2359615,0
0,0,4,493.305,613.4914706,0
1,0,4,494.644,807.2419149,1
0,1,12,494.8066667,686.4529268,1
0,0,5,494.9866667,409.7105714,0
0,0,3,495.02,596.5957143,0
0,1,2,495.6,1482.6725,1
1,1,9,496.1614286,717.7116667,0
1,0,12,496.61,834.9436364,0
0,0,11,497,494.5080556,0
0,0,4,497.0375,686.4529268,0
1,1,11,497.14,765.5697727,0
0,0,11,497.3033333,1871.069286,0
1,0,5,497.53,885.1378723,0
0,0,3,498.045,497.7760465,0
0,1,4,498.82,534.7809524,0
1,0,2,498.8675,574.977963,1
1,0,5,499.1,662.9639535,1
0,0,9,499.11,613.4914706,0
0,0,5,499.71,1207.043256,0
0,0,4,499.8733333,820.6609756,0
0,0,2,499.92,556.1836364,0
0,0,3,499.92,626.9217949,0
0,0,4,500.16,1052.895588,0
0,0,7,500.1666667,677.26,0
1,0,6,500.405,525.4981579,0
0,1,3,500.685,600.8578378,0
0,1,15,500.875,618.5127027,1
0,1,3,501.0433333,685.6504762,0
1,0,11,501.4,1011.248261,1
1,0,11,501.49,685.4940323,1
0,0,7,502.085,645.1605,0
0,0,3,502.11,1330.528947,1
1,0,0,502.18,1063.802533,1
1,0,8,502.8666667,804.9061429,0
1,0,9,503.12,527.8295918,1
1,0,11,503.4166667,482.5134247,0
0,1,2,503.5,1631.984722,0
1,0,4,503.555,1011.248261,0
0,0,3,503.832,763.9465625,0
1,0,11,503.895,798.4366667,0
0,0,0,503.96,1552.516538,0
1,0,1,504.3,582.9834783,0
0,0,9,505.35,561.9761765,0
0,0,1,505.5914286,620.0084211,0
1,0,4,505.608,838.8316071,0
1,0,3,505.626,718.9960345,0
1,0,0,506.0333333,525.4981579,0
0,1,2,506.21,398.4177083,0
1,1,8,506.7633333,515.4110909,0
0,1,7,506.77,883.9934286,0
1,0,0,506.92,489.2359615,0
0,1,15,507.03,919.5608333,0
0,0,1,507.4966667,416.7542424,0
1,0,11,507.6933333,765.5697727,1
0,1,7,507.8375,552.4429787,0
0,0,11,508.45,629.9636364,0
1,0,,508.62,526.3340741,1
1,0,4,509.165,467.1654386,0
0,1,11,509.425,1061.849091,0
0,1,4,510.866,442.4744737,0
0,0,5,510.9275,902.89825,0
1,0,7,511.1125,467.1654386,0
0,0,4,511.1525,1023.927727,0
1,0,4,511.8125,554.9977358,0
1,0,4,512.0033333,627.1180303,0
0,0,4,512.275,1698.535517,0
1,1,11,513.09,482.5134247,0
0,0,11,514.2733333,579.8978125,0
0,0,11,514.3766667,949.5315789,0
0,0,11,515,1182.171081,0
0,0,7,515.095,661.8156667,1
0,0,9,515.195,1613.550571,0
0,1,12,515.23,740.5191304,0
0,0,11,515.48,527.6662903,0
1,0,8,516.3466667,685.4940323,0
1,0,11,516.6533333,570.3334375,0
1,0,1,517.69,444.4342105,0
0,0,3,517.74,688.6915152,0
1,0,2,518.49,482.5134247,0
0,0,3,519.125,718.0520833,0
0,1,8,519.1625,758.31625,0
1,0,9,519.1666667,467.1654386,0
0,0,2,519.2766667,629.9636364,1
0,0,4,519.3514286,2133.448158,1
1,0,2,519.955,1011.248261,0
1,0,8,520.02,515.4110909,0
0,0,8,520.13,510.5392857,0
0,0,8,520.8633333,416.7542424,0
0,0,11,521.235,581.6348148,1
0,0,0,521.65,618.5127027,0
0,0,1,521.8366667,665.9080488,0
0,0,3,521.9066667,885.2687234,1
0,0,12,522.3125,840.067561,0
0,0,2,523.04,629.9636364,0
0,0,11,523.165,606.5910714,0
0,0,8,523.1675,452.7571111,0
0,0,2,523.36,534.7809524,0
0,0,8,523.635,596.5957143,0
1,0,8,523.825,614.4397059,0
0,1,0,523.86,718.0520833,0
1,0,2,524.376,575.394,0
1,0,4,524.5266667,575.394,1
1,0,4,524.55,753.1506383,0
0,1,4,524.562,888.5615385,0
0,1,4,525.315,707.3438889,0
1,1,7,525.4,467.1654386,0
0,0,4,526.2825,1850.1075,0
0,0,1,526.55,2239.903704,0
0,0,4,526.65375,1348.463023,0
0,0,4,527.17,700.0407895,0
0,0,0,527.215,561.9761765,0
1,0,9,527.3866667,659.6204839,0
0,0,15,527.455,885.2687234,0
1,1,4,527.915,515.4110909,0
0,0,4,529.16,579.8978125,1
0,0,3,529.445,1000.767436,0
0,1,3,529.494,611.3997619,0
1,0,4,529.95,740.7088235,0
1,0,3,530,884.7490244,0
1,0,2,530.54,411.1992308,1
0,1,0,530.735,673.9688889,0
0,1,12,530.9733333,495.635641,0
0,0,5,531.1666667,665.9080488,0
0,0,1,531.6966667,611.3997619,1
0,0,4,532.14,509.6545,0
0,1,11,532.1875,1139.487317,0
0,1,11,532.425,409.7105714,0
0,1,1,532.705,1404.0325,0
0,1,10,532.75,1529.759667,0
1,0,4,532.815,838.3386765,0
1,0,3,533.0166667,838.3386765,1
1,1,1,533.205,563.237561,0
0,0,4,533.23,600.8578378,0
1,0,2,534.1266667,1055.4946,1
1,1,0,534.255,685.4940323,0
1,0,2,534.735,525.4981579,0
1,0,12,536.7875,685.4940323,0
0,1,4,537.12,651.0332143,0
0,0,4,538.0266667,664.5166667,1
0,1,0,538.226,793.219697,0
1,0,4,538.24,419.5996296,0
0,1,4,538.4766667,600.8578378,0
0,0,3,539.325,626.9217949,0
0,0,5,540.345,659.0762264,0
0,0,3,540.475,398.4177083,1
1,0,12,540.505,579.2511111,0
0,0,11,540.62,1296.938718,0
1,0,4,540.8266667,943.2462,0
0,1,0,541.83,1630.5325,0
1,0,10,542.7425,495.0122951,0
1,0,8,543.412,478.4286957,0
1,0,11,544.6875,575.394,1
1,1,8,544.805,765.5697727,0
1,0,4,545.0175,699.1070423,0
1,0,6,545.125,467.1654386,0
1,1,2,545.15,652.6279592,0
0,1,4,545.29,887.3187805,0
0,0,4,546.4025,752.2555882,0
1,0,11,546.868,587.443871,1
0,0,4,547.638,1088.077111,0
1,0,4,547.79,753.1506383,0
1,0,11,547.82,526.3340741,1
0,0,4,548.284,552.4429787,0
1,0,11,548.3925,753.1506383,0
1,0,5,549.61,587.443871,0
1,0,9,549.665,411.1992308,1
1,0,4,549.9466667,672.7350877,0
0,0,5,549.955,902.89825,0
0,0,11,549.96,1196.6,0
1,0,3,550,419.5996296,0
1,0,11,550.3933333,614.4397059,0
0,0,4,550.62,442.4744737,0
1,0,7,551.438,838.8316071,0
1,0,10,551.5733333,575.394,1
1,0,3,551.676,834.9436364,0
0,1,11,551.925,1631.984722,0
0,0,4,552.21,923.21775,0
0,0,1,552.355,402.0349153,0
0,1,5,552.462,1044.983125,1
0,0,3,553.18,835.9210811,1
1,0,10,553.315,662.5847368,0
1,0,11,553.47,570.3334375,1
0,1,12,553.9,1689.808065,0
1,0,3,554.1166667,652.6279592,0
0,0,0,554.295,579.8978125,1
0,0,1,555.995,291.0228947,0
0,0,2,556.4533333,707.3438889,0
0,0,8,556.8025,690.4014286,0
0,0,4,556.825,1183.43625,0
0,0,0,557.255,583.2331915,0
1,0,7,557.2775,482.5134247,0
0,0,10,557.56,1333.755,0
0,1,8,557.81,690.4014286,0
1,0,0,557.87,489.2359615,0
0,0,11,557.94,686.2056098,1
0,0,1,558.4166667,887.3187805,0
1,0,1,558.525,277.348,0
0,0,10,558.5433333,510.5392857,0
0,0,8,558.75,416.7542424,0
1,0,7,559.836,685.4940323,0
0,0,12,559.89,686.2056098,0
0,0,8,560.1666667,400.705,0
0,1,9,560.2833333,764.1737838,0
1,0,5,561.5366667,662.5847368,0
0,0,4,562.12,1315.11,0
0,0,4,562.1875,904.1488571,0
0,0,4,562.2975,865.4326471,0
1,1,4,563.0725,1424.695472,1
0,0,4,563.7933333,901.4827907,0
0,0,4,563.87,664.5166667,0
1,0,4,565.18,423.0136585,0
0,0,4,565.196,626.9217949,0
0,0,12,565.7233333,1427.1984,0
0,0,7,565.8575,651.0332143,1
0,0,8,566.2166667,574.0725806,0
0,0,0,566.275,509.6545,0
0,0,11,566.41,603.4707143,0
0,0,8,566.41,388.5253623,0
1,1,7,566.5133333,753.1506383,0
1,0,11,566.965,685.4940323,0
0,0,9,567.008,1286.166364,0
0,1,4,567.41,618.5127027,0
1,0,3,567.5366667,718.9960345,0
0,0,11,568.108,365.8461364,1
1,1,7,568.645,1612.686102,1
1,0,8,568.93,495.0122951,0
1,0,2,568.95,1055.4946,0
0,0,1,569.285,645.1605,0
0,0,4,569.35,2050.880833,0
0,0,11,569.3975,665.9080488,0
1,0,0,569.91,943.2462,0
0,0,12,569.965,1413.027436,1
0,0,11,570.148,949.5315789,1
1,0,11,570.9925,1360.656875,0
1,1,0,572.3,798.4366667,0
0,0,11,572.375,944.937907,1
1,1,0,572.79,563.237561,0
1,0,0,572.935,834.9436364,1
1,0,8,573.605,659.6204839,0
0,0,11,574.145,497.7760465,0
0,0,11,574.8933333,812.4543333,0
0,1,0,576.4766667,902.89825,0
1,0,4,577,807.2419149,0
0,0,10,578.116,607.260625,0
0,1,11,578.355,1280.696316,0
1,1,12,579.095,515.4110909,0
0,1,12,579.135,661.8156667,0
0,0,11,580.335,689.0002381,0
0,0,11,581.095,1845.036774,1
1,0,8,581.25,804.9061429,1
0,0,10,581.42,527.6662903,0
1,0,0,581.5633333,1176.6035,0
0,1,4,581.755,919.5608333,0
0,0,4,581.8666667,677.26,0
0,1,11,582.1475,686.9541176,1
0,1,4,582.75,949.5315789,0
1,0,0,583,884.7490244,0
0,0,8,583.34,574.0725806,0
0,0,11,583.42,1404.271923,0
1,0,4,584.56,587.443871,0
1,0,4,584.79,765.5697727,0
0,0,11,585.5575,2826.7065,1
1,0,11,585.56,753.1506383,0
0,0,0,585.695,534.7809524,0
1,0,2,585.8266667,885.1378723,0
0,1,11,585.96,1183.43625,0
1,1,0,586.35,525.4981579,0
1,1,4,587.2575,478.4286957,0
1,1,8,588.5,765.5697727,1
1,0,2,589,614.4397059,1
0,0,11,589.1166667,527.6662903,0
0,0,4,589.25,416.7542424,0
1,0,3,589.41,277.348,0
0,0,9,589.43,700.0407895,0
1,0,0,589.855,740.7088235,0
1,0,15,590,1909.363889,1
0,0,11,590.0233333,497.7760465,0
0,0,11,590.075,763.9465625,0
1,1,11,591.085,710.4746667,0
0,1,0,591.365,887.3187805,0
1,0,10,591.368,582.9834783,0
0,1,9,591.48,689.0002381,1
1,0,10,592.56,419.5996296,0
0,0,10,592.8075,1948.479778,0
1,0,10,593.2,876.9027907,0
0,1,4,593.31,1631.325333,0
1,1,12,593.5066667,467.1654386,0
0,1,2,593.52,722.8679167,0
0,1,4,594.12,606.5910714,0
1,0,1,594.4,614.4397059,1
1,0,2,594.5925,1011.248261,0
0,0,0,594.97,467.1111111,0
1,0,11,596.0666667,3364.25451,0
0,0,10,596.76,1032.037576,0
0,1,1,597.045,626.9217949,0
0,0,6,597.1066667,556.1836364,0
1,0,4,597.125,838.3386765,0
0,0,8,597.5433333,867.7046875,0
0,0,4,597.72,626.9217949,0
1,0,1,597.91,419.5996296,0
1,1,0,597.97,277.348,0
0,1,2,597.975,554.6609302,0
1,0,4,598.2,662.9639535,0
0,0,4,598.328,1284.69093,0
0,1,11,598.7233333,901.4827907,0
0,0,11,599.828,923.21775,0
0,1,0,600.2,548.2905556,1
1,0,2,600.284,582.9834783,1
0,0,10,600.7975,1183.43625,0
1,0,0,600.83,527.8295918,1
0,0,7,600.9433333,1196.6,0
1,0,2,600.97,614.4397059,0
1,0,5,601.08,554.9977358,0
0,0,15,601.156,2302.050909,1
0,0,4,601.24,1330.528947,0
0,1,11,602.1,1884.586364,0
0,0,3,602.125,812.4543333,0
0,0,11,602.915,497.7760465,0
0,0,4,603.055,885.2687234,0
1,0,4,603.2,662.9639535,1
0,1,4,603.345,1552.516538,0
1,0,0,603.61,699.1070423,0
0,0,5,603.82,901.4827907,0
0,0,4,603.9683333,2050.880833,0
0,1,1,605.23,1016.115667,0
0,0,0,605.426,677.26,0
1,0,12,605.5,419.5996296,0
0,0,11,605.845,689.0002381,1
0,1,4,606.37,1334.709355,0
0,1,3,606.37,1638.098261,1
0,0,9,607.805,607.260625,0
1,0,3,608,943.2462,1
1,0,4,608.175,574.977963,0
1,0,3,608.345,574.977963,0
1,0,11,608.515,659.6204839,0
0,0,4,608.63,554.6609302,0
0,0,4,609.4725,690.4014286,0
0,0,8,609.5,3595.318824,0
1,0,1,609.93,563.237561,0
0,0,2,610.6533333,645.1605,0
1,0,4,611.03,273.712,0
0,1,4,611.66,2052,0
0,0,11,611.765,820.6609756,0
0,0,1,611.7825,548.2905556,1
1,0,12,612.0566667,718.9960345,0
0,0,11,612.1966667,833.48,0
1,0,11,612.684,1176.6035,0
0,1,11,612.8033333,949.5315789,0
1,0,2,613.01,3364.25451,0
0,0,5,613.1,409.7105714,0
0,0,3,613.7,1240.347188,0
1,0,8,613.775,672.7350877,0
0,0,0,613.87,400.705,0
1,0,3,614.12,554.9977358,1
1,0,4,614.6666667,1727.349,0
1,0,5,615,419.5996296,0
1,0,5,615.6628571,1063.802533,0
1,0,6,615.73625,717.7116667,0
0,1,11,615.845,1240.347188,1
0,0,2,615.995,2239.903704,0
0,1,11,616.315,552.4429787,0
1,0,4,617.75,1424.695472,0
0,1,12,617.755,1061.849091,0
1,0,2,617.87,662.9639535,0
0,0,4,618.0233333,608.8389474,0
1,0,11,619.1925,885.1378723,1
0,0,11,619.31,677.26,0
1,0,5,619.3333333,753.1506383,0
1,0,4,619.495,885.1378723,0
0,1,2,620.22,510.5392857,0
0,1,4,620.2216667,640.6816667,0
0,0,0,620.37,1286.166364,0
0,0,4,620.41,548.2905556,0
0,0,0,620.435,1135.875278,0
1,0,11,620.7266667,685.4940323,1
0,0,5,620.83,548.2905556,0
0,1,11,620.9933333,888.5615385,1
0,1,2,621.06,1016.115667,0
0,0,8,621.665,670.763,0
0,1,4,621.9075,1052.895588,0
1,0,8,622.58,794.3415789,0
1,0,6,623.725,807.2419149,1
0,0,12,623.89,763.4109756,0
0,0,5,624.6514286,568.2389655,0
0,1,0,624.7,1135.875278,0
0,1,9,625.1,388.5253623,1
0,1,11,625.36,1207.043256,0
0,0,4,626,583.2331915,0
0,1,11,626.1955556,5450.012903,0
0,0,3,626.2666667,1000.767436,0
0,1,4,626.77,607.260625,0
0,0,1,627.1666667,556.1836364,0
0,0,8,627.5675,1016.08025,0
1,0,7,627.62,1424.695472,0
1,1,9,628.13,699.1070423,0
0,0,3,628.27,497.7760465,0
1,0,4,628.34,423.0136585,0
1,0,10,628.425,570.3334375,1
0,0,0,628.6866667,688.6915152,0
0,1,11,629.0983333,888.5615385,0
0,0,4,629.23,1845.036774,0
0,0,2,629.63,494.5080556,0
0,0,4,629.95,1858.945714,0
1,0,6,630.0866667,838.3386765,1
0,0,11,630.2066667,442.4744737,0
0,0,11,630.2233333,722.8679167,0
0,0,13,630.534,659.0762264,0
0,0,10,631.68,645.2675676,0
0,0,7,631.905,1183.43625,0
0,0,11,632.2925,583.2331915,0
0,0,11,632.4766667,1850.1075,0
0,0,0,633.06,670.763,0
0,0,8,633.28,840.453,0
0,0,7,633.366,1482.6725,0
0,0,4,633.8,685.6504762,1
0,0,4,634.02,1023.611429,1
1,0,11,634.23,570.3334375,0
0,1,4,634.62,1516.470769,0
1,0,2,634.7666667,444.4342105,0
0,0,7,635.2325,923.21775,0
0,1,11,636.0833333,949.5315789,1
0,0,10,636.3,661.8156667,0
0,1,11,636.75,766.148,1
1,1,2,637.7966667,662.5847368,1
1,1,0,637.81,277.348,1
1,0,4,637.87,672.7350877,0
0,1,4,638.07,1617.471852,0
0,0,11,638.115,752.2555882,1
0,1,10,638.3333333,1128.36,0
0,0,15,638.3857143,2277.115897,0
0,1,4,638.6166667,398.4177083,0
0,0,11,638.72,1222.939767,0
0,0,11,638.89,1023.611429,1
0,0,11,639.6925,600.8578378,0
1,0,8,639.9133333,834.9436364,0
0,0,4,640.5483333,887.3187805,0
0,0,1,640.8225,541.0827778,0
0,0,11,640.998,1139.487317,0
0,0,5,641.09,603.7085714,0
0,0,2,641.35,928.8801923,0
0,0,11,641.38,763.9465625,0
0,1,11,642.1333333,1516.470769,1
1,0,11,642.2533333,579.2511111,0
0,1,11,642.4,740.5191304,0
1,1,2,642.6466667,804.9061429,0
0,0,11,642.9925,596.5957143,0
0,1,10,643.518,788.6968,1
0,0,5,643.5425,527.6662903,0
0,0,9,643.8333333,1319.132333,0
1,0,4,643.982,1176.6035,0
0,0,8,644.942,883.9934286,0
1,0,5,645.315,885.1378723,1
0,0,0,645.335,365.8461364,0
0,0,0,645.62,923.21775,0
1,0,11,645.8266667,495.0122951,1
0,0,4,645.9,1286.166364,0
0,0,0,646.59,497.7760465,1
0,1,11,647.0975,640.6816667,1
0,0,4,647.3333333,1334.709355,0
1,0,4,647.4175,444.4342105,0
1,0,3,647.65,1424.695472,0
1,0,11,648.3966667,444.4342105,1
0,1,2,648.485,1698.535517,1
1,0,10,649.332,574.977963,0
0,0,4,649.43,1871.069286,0
0,0,,649.5366667,1410.529773,0
1,0,2,650,423.0136585,0
1,0,11,650.05,614.4397059,1
0,0,8,650.08,1296.938718,1
1,0,4,650.3733333,526.3340741,1
0,0,5,650.45,467.1111111,0
0,0,11,651.34,534.7809524,0
0,0,5,651.8575,770.84,0
1,1,2,653.35,627.1180303,0
0,0,0,654.235,1334.709355,0
0,0,11,656.31,583.2331915,0
0,0,4,656.405,568.2389655,0
0,0,4,656.4633333,1404.0325,0
1,1,11,656.4933333,838.8316071,0
1,0,3,657.535,885.1378723,0
0,1,8,658.0833333,402.0349153,0
1,0,11,659.3775,467.1654386,0
0,0,11,659.5825,596.2365854,0
1,0,2,659.755,884.7490244,0
0,0,4,660.19,904.1488571,0
0,0,4,660.195,688.6915152,0
1,0,3,660.7466667,571.1861194,0
0,1,1,661.33,538.7673684,0
0,1,7,661.38,1196.6,0
0,0,15,662,1280.696316,0
0,0,0,662.35,388.5253623,0
0,0,5,663.6125,527.6662903,0
0,0,11,663.915,620.0084211,0
0,0,12,663.96,581.6348148,0
0,0,7,664.6825,527.6662903,1
0,0,2,664.9075,885.2687234,1
0,0,8,665.11,538.7673684,0
0,0,8,665.475,494.5080556,1
0,0,2,666.0575,865.4326471,0
0,1,4,667.0325,840.453,0
0,0,9,667.055,596.5957143,0
1,0,2,667.1066667,1011.248261,0
0,0,11,667.34,317.7251351,0
0,0,0,667.545,519.7508511,0
0,0,8,667.7125,752.9721739,0
0,0,5,667.765,608.8389474,0
0,1,11,667.7733333,1183.43625,0
0,0,0,667.8,388.5253623,0
0,1,9,667.8133333,793.219697,0
1,0,4,668.146,765.5697727,0
0,1,10,668.21,1196.6,0
0,0,8,668.695,467.1111111,0
